Geonr_siste;	GeoNamn_siste;	KomNr;	KommuneNamn;	Geonr_LGG201;	GeoNamn_LGG201;	RHF;	KOSTRAgruppe;	AAR;	Geonr_fra;	Geonamn_fra;	folketal_fra;	befAndel_i_fraGeo;	LGG;	sortnr
1508;	Ålesund;	1508;	Ålesund;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 11;	2018;	1546;	Sandøy;	1263;	0,019411357872;	LGG001;	125
1508;	Ålesund;	1508;	Ålesund;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 11;	2018;	1546;	Sandøy;	1263;	0,019411357872;	LGG002;	125
1508;	Ålesund;	1508;	Ålesund;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 11;	2018;	1546;	Sandøy;	1263;	0,019411357872;	LGG003;	129
1508;	Ålesund;	1508;	Ålesund;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 11;	2019;	1504;	Ålesund;	47998;	0,731308945195;	LGG001;	125
1508;	Ålesund;	1508;	Ålesund;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 11;	2019;	1504;	Ålesund;	47998;	0,731308945195;	LGG002;	125
1508;	Ålesund;	1508;	Ålesund;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 11;	2019;	1504;	Ålesund;	47998;	0,731308945195;	LGG003;	129
1508;	Ålesund;	1508;	Ålesund;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 11;	2019;	1523;	Ørskog;	2250;	0,034281535203;	LGG001;	125
1508;	Ålesund;	1508;	Ålesund;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 11;	2019;	1523;	Ørskog;	2250;	0,034281535203;	LGG002;	125
1508;	Ålesund;	1508;	Ålesund;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 11;	2019;	1523;	Ørskog;	2250;	0,034281535203;	LGG003;	129
1508;	Ålesund;	1508;	Ålesund;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 11;	2019;	1529;	Skodje;	4764;	0,072585437203;	LGG001;	125
1508;	Ålesund;	1508;	Ålesund;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 11;	2019;	1529;	Skodje;	4764;	0,072585437203;	LGG002;	125
1508;	Ålesund;	1508;	Ålesund;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 11;	2019;	1529;	Skodje;	4764;	0,072585437203;	LGG003;	129
1508;	Ålesund;	1508;	Ålesund;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 11;	2019;	1546;	Sandøy;	1238;	0,01886246248;	LGG001;	125
1508;	Ålesund;	1508;	Ålesund;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 11;	2019;	1546;	Sandøy;	1238;	0,01886246248;	LGG002;	125
1508;	Ålesund;	1508;	Ålesund;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 11;	2019;	1546;	Sandøy;	1238;	0,01886246248;	LGG003;	129
1508;	Ålesund;	1508;	Ålesund;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 11;	2020;	1507;	Ålesund;	66258;	1;	LGG001;	125
1508;	Ålesund;	1508;	Ålesund;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 11;	2020;	1507;	Ålesund;	66258;	1;	LGG002;	125
1508;	Ålesund;	1508;	Ålesund;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 11;	2020;	1507;	Ålesund;	66258;	1;	LGG003;	129
1508;	Ålesund;	1508;	Ålesund;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 11;	2021;	1507;	Ålesund;	66670;	1;	LGG001;	125
1508;	Ålesund;	1508;	Ålesund;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 11;	2021;	1507;	Ålesund;	66670;	1;	LGG002;	125
1508;	Ålesund;	1508;	Ålesund;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 11;	2021;	1507;	Ålesund;	66670;	1;	LGG003;	129
1508;	Ålesund;	1508;	Ålesund;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 11;	2022;	1507;	Ålesund;	67114;	1;	LGG001;	125
1508;	Ålesund;	1508;	Ålesund;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 11;	2022;	1507;	Ålesund;	67114;	1;	LGG002;	125
1508;	Ålesund;	1508;	Ålesund;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 11;	2022;	1507;	Ålesund;	67114;	1;	LGG003;	129
1508;	Ålesund;	1508;	Ålesund;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 11;	2023;	1507;	Ålesund;	67520;	1;	LGG001;	125
1508;	Ålesund;	1508;	Ålesund;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 11;	2023;	1507;	Ålesund;	67520;	1;	LGG002;	125
1508;	Ålesund;	1508;	Ålesund;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 11;	2023;	1507;	Ålesund;	67520;	1;	LGG003;	129
1508;	Ålesund;	1508;	Ålesund;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 11;	2024;	1508;	Ålesund;	58509;	1;	LGG001;	125
1508;	Ålesund;	1508;	Ålesund;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 11;	2024;	1508;	Ålesund;	58509;	1;	LGG002;	125
1508;	Ålesund;	1508;	Ålesund;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 11;	2024;	1508;	Ålesund;	58509;	1;	LGG003;	129
1508;	Ålesund;	1508;	Ålesund;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 11;	2025;	1508;	Ålesund;	59198;	1;	LGG001;	125
1508;	Ålesund;	1508;	Ålesund;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 11;	2025;	1508;	Ålesund;	59198;	1;	LGG002;	125
1508;	Ålesund;	1508;	Ålesund;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 11;	2025;	1508;	Ålesund;	59198;	1;	LGG003;	129
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2010;	1511;	Vanylven;	3471;	1;	LGG001;	149
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2010;	1511;	Vanylven;	3471;	1;	LGG002;	149
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2010;	1511;	Vanylven;	3471;	1;	LGG003;	153
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2011;	1511;	Vanylven;	3417;	1;	LGG001;	149
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2011;	1511;	Vanylven;	3417;	1;	LGG002;	149
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2011;	1511;	Vanylven;	3417;	1;	LGG003;	153
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2012;	1511;	Vanylven;	3388;	1;	LGG001;	149
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2012;	1511;	Vanylven;	3388;	1;	LGG002;	149
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2012;	1511;	Vanylven;	3388;	1;	LGG003;	153
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2013;	1511;	Vanylven;	3336;	1;	LGG001;	149
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2013;	1511;	Vanylven;	3336;	1;	LGG002;	149
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2013;	1511;	Vanylven;	3336;	1;	LGG003;	153
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2014;	1511;	Vanylven;	3302;	1;	LGG001;	149
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2014;	1511;	Vanylven;	3302;	1;	LGG002;	149
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2014;	1511;	Vanylven;	3302;	1;	LGG003;	153
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2015;	1511;	Vanylven;	3258;	1;	LGG001;	149
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2015;	1511;	Vanylven;	3258;	1;	LGG002;	149
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2015;	1511;	Vanylven;	3258;	1;	LGG003;	153
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2016;	1511;	Vanylven;	3256;	1;	LGG001;	149
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2016;	1511;	Vanylven;	3256;	1;	LGG002;	149
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2016;	1511;	Vanylven;	3256;	1;	LGG003;	153
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2017;	1511;	Vanylven;	3203;	1;	LGG001;	149
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2017;	1511;	Vanylven;	3203;	1;	LGG002;	149
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2017;	1511;	Vanylven;	3203;	1;	LGG003;	153
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2018;	1511;	Vanylven;	3187;	1;	LGG001;	149
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2018;	1511;	Vanylven;	3187;	1;	LGG002;	149
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2018;	1511;	Vanylven;	3187;	1;	LGG003;	153
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2019;	1511;	Vanylven;	3163;	1;	LGG001;	149
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2019;	1511;	Vanylven;	3163;	1;	LGG002;	149
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2019;	1511;	Vanylven;	3163;	1;	LGG003;	153
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2020;	1511;	Vanylven;	3117;	1;	LGG001;	149
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2020;	1511;	Vanylven;	3117;	1;	LGG002;	149
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2020;	1511;	Vanylven;	3117;	1;	LGG003;	153
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2021;	1511;	Vanylven;	3083;	1;	LGG001;	149
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2021;	1511;	Vanylven;	3083;	1;	LGG002;	149
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2021;	1511;	Vanylven;	3083;	1;	LGG003;	153
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2022;	1511;	Vanylven;	3045;	1;	LGG001;	149
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2022;	1511;	Vanylven;	3045;	1;	LGG002;	149
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2022;	1511;	Vanylven;	3045;	1;	LGG003;	153
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2023;	1511;	Vanylven;	3013;	1;	LGG001;	149
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2023;	1511;	Vanylven;	3013;	1;	LGG002;	149
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2023;	1511;	Vanylven;	3013;	1;	LGG003;	153
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2024;	1511;	Vanylven;	3026;	1;	LGG001;	149
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2024;	1511;	Vanylven;	3026;	1;	LGG002;	149
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2024;	1511;	Vanylven;	3026;	1;	LGG003;	153
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2025;	1511;	Vanylven;	3048;	1;	LGG001;	149
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2025;	1511;	Vanylven;	3048;	1;	LGG002;	149
1511;	Vanylven;	1511;	Vanylven;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 5;	2025;	1511;	Vanylven;	3048;	1;	LGG003;	153
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2010;	1514;	Sande;	2518;	1;	LGG001;	140
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2010;	1514;	Sande;	2518;	1;	LGG002;	140
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2010;	1514;	Sande;	2518;	1;	LGG003;	144
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2011;	1514;	Sande;	2625;	1;	LGG001;	140
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2011;	1514;	Sande;	2625;	1;	LGG002;	140
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2011;	1514;	Sande;	2625;	1;	LGG003;	144
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2012;	1514;	Sande;	2588;	1;	LGG001;	140
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2012;	1514;	Sande;	2588;	1;	LGG002;	140
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2012;	1514;	Sande;	2588;	1;	LGG003;	144
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2013;	1514;	Sande;	2628;	1;	LGG001;	140
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2013;	1514;	Sande;	2628;	1;	LGG002;	140
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2013;	1514;	Sande;	2628;	1;	LGG003;	144
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2014;	1514;	Sande;	2636;	1;	LGG001;	140
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2014;	1514;	Sande;	2636;	1;	LGG002;	140
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2014;	1514;	Sande;	2636;	1;	LGG003;	144
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2015;	1514;	Sande;	2635;	1;	LGG001;	140
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2015;	1514;	Sande;	2635;	1;	LGG002;	140
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2015;	1514;	Sande;	2635;	1;	LGG003;	144
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2016;	1514;	Sande;	2559;	1;	LGG001;	140
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2016;	1514;	Sande;	2559;	1;	LGG002;	140
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2016;	1514;	Sande;	2559;	1;	LGG003;	144
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2017;	1514;	Sande;	2540;	1;	LGG001;	140
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2017;	1514;	Sande;	2540;	1;	LGG002;	140
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2017;	1514;	Sande;	2540;	1;	LGG003;	144
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2018;	1514;	Sande;	2522;	1;	LGG001;	140
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2018;	1514;	Sande;	2522;	1;	LGG002;	140
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2018;	1514;	Sande;	2522;	1;	LGG003;	144
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2019;	1514;	Sande;	2493;	1;	LGG001;	140
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2019;	1514;	Sande;	2493;	1;	LGG002;	140
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2019;	1514;	Sande;	2493;	1;	LGG003;	144
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2020;	1514;	Sande;	2461;	1;	LGG001;	140
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2020;	1514;	Sande;	2461;	1;	LGG002;	140
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2020;	1514;	Sande;	2461;	1;	LGG003;	144
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2021;	1514;	Sande;	2445;	1;	LGG001;	140
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2021;	1514;	Sande;	2445;	1;	LGG002;	140
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2021;	1514;	Sande;	2445;	1;	LGG003;	144
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2022;	1514;	Sande;	2422;	1;	LGG001;	140
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2022;	1514;	Sande;	2422;	1;	LGG002;	140
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2022;	1514;	Sande;	2422;	1;	LGG003;	144
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2023;	1514;	Sande;	2442;	1;	LGG001;	140
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2023;	1514;	Sande;	2442;	1;	LGG002;	140
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2023;	1514;	Sande;	2442;	1;	LGG003;	144
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2024;	1514;	Sande;	2438;	1;	LGG001;	140
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2024;	1514;	Sande;	2438;	1;	LGG002;	140
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2024;	1514;	Sande;	2438;	1;	LGG003;	144
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2025;	1514;	Sande;	2435;	1;	LGG001;	140
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2025;	1514;	Sande;	2435;	1;	LGG002;	140
1514;	Sande;	1514;	Sande;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 4;	2025;	1514;	Sande;	2435;	1;	LGG003;	144
1515;	Herøy (M. og R.);	1515;	Herøy;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 1;	2010;	1515;	Herøy;	8383;	1;	LGG001;	133
1515;	Herøy (M. og R.);	1515;	Herøy;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 1;	2010;	1515;	Herøy;	8383;	1;	LGG002;	133
1515;	Herøy (M. og R.);	1515;	Herøy;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 1;	2010;	1515;	Herøy;	8383;	1;	LGG003;	137
1515;	Herøy (M. og R.);	1515;	Herøy;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 1;	2011;	1515;	Herøy;	8533;	1;	LGG001;	133
1515;	Herøy (M. og R.);	1515;	Herøy;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 1;	2011;	1515;	Herøy;	8533;	1;	LGG002;	133
1515;	Herøy (M. og R.);	1515;	Herøy;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 1;	2011;	1515;	Herøy;	8533;	1;	LGG003;	137
1515;	Herøy (M. og R.);	1515;	Herøy;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 1;	2012;	1515;	Herøy;	8727;	1;	LGG001;	133
1515;	Herøy (M. og R.);	1515;	Herøy;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 1;	2012;	1515;	Herøy;	8727;	1;	LGG002;	133
1515;	Herøy (M. og R.);	1515;	Herøy;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 1;	2012;	1515;	Herøy;	8727;	1;	LGG003;	137
1515;	Herøy (M. og R.);	1515;	Herøy;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 1;	2013;	1515;	Herøy;	8847;	1;	LGG001;	133
1515;	Herøy (M. og R.);	1515;	Herøy;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 1;	2013;	1515;	Herøy;	8847;	1;	LGG002;	133
1515;	Herøy (M. og R.);	1515;	Herøy;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 1;	2013;	1515;	Herøy;	8847;	1;	LGG003;	137
1515;	Herøy (M. og R.);	1515;	Herøy;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 1;	2014;	1515;	Herøy;	8847;	1;	LGG001;	133
1515;	Herøy (M. og R.);	1515;	Herøy;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 1;	2014;	1515;	Herøy;	8847;	1;	LGG002;	133
1515;	Herøy (M. og R.);	1515;	Herøy;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 1;	2014;	1515;	Herøy;	8847;	1;	LGG003;	137
1515;	Herøy (M. og R.);	1515;	Herøy;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 1;	2015;	1515;	Herøy;	8934;	1;	LGG001;	133
1515;	Herøy (M. og R.);	1515;	Herøy;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 1;	2015;	1515;	Herøy;	8934;	1;	LGG002;	133
1515;	Herøy (M. og R.);	1515;	Herøy;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 1;	2015;	1515;	Herøy;	8934;	1;	LGG003;	137
1515;	Herøy (M. og R.);	1515;	Herøy;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 1;	2016;	1515;	Herøy;	8972;	1;	LGG001;	133
1515;	Herøy (M. og R.);	1515;	Herøy;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 1;	2016;	1515;	Herøy;	8972;	1;	LGG002;	133
1515;	Herøy (M. og R.);	1515;	Herøy;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 1;	2016;	1515;	Herøy;	8972;	1;	LGG003;	137
1515;	Herøy (M. og R.);	1515;	Herøy;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 1;	2017;	1515;	Herøy;	8957;	1;	LGG001;	133
1515;	Herøy (M. og R.);	1515;	Herøy;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 1;	2017;	1515;	Herøy;	8957;	1;	LGG002;	133
1515;	Herøy (M. og R.);	1515;	Herøy;	OPT9;	Helse Møre og Romsdal HF;	Helse Midt;	Kostragr 1;	2017;	1515;	Herøy;	8957;	1;	LGG003;	137
